Year,Season,District,Crop,Area_Hectares,Production_Tonnes,Yield_KgPerHa,Rainfall_mm,Min_Temperature_C,Max_Temperature_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_KgPerHa,Phosphorus_KgPerHa,Potassium_KgPerHa,Soil_Type,Irrigation_Type,Pest_Incidence_Score,Urea_Applied_KgPerHa,DAP_Applied_KgPerHa,Potash_Applied_KgPerHa
2015,Rabi,Raigad,Sunflower,1368,1284,939,182.47,17.88,26.16,43.43,6.02,0.44,191.45,28.92,155.15,Black Soil,Drip,3,85.53,77.18,23.75
2015,Rabi,Ratnagiri,Sunflower,473,303,641,250.95,11.1,29.06,55.17,6.29,0.86,204.73,24.64,133.16,Black Soil,Rainfed,0,121.52,49.73,41.83
2015,Rabi,Sangli,Sunflower,1005,890,886,241.29,17.52,25.11,55.68,6.94,0.89,261.92,30.61,225.29,Black Soil,Irrigated,3,91.61,65.97,74.2
2015,Rabi,Satara,Sunflower,1753,1798,1026,235.4,12.24,25.92,65.64,6.33,1.07,248.15,22.2,264.51,Red Soil,Rainfed,5,64.3,56.22,67.86
2015,Rabi,Solapur,Sunflower,1132,826,730,180.49,14.71,30.26,58.7,7.2,0.35,225.31,16.96,162.46,Red Soil,Rainfed,1,73.71,96.4,76.68
2015,Rabi,Thane,Sunflower,635,495,781,240.11,14.1,29.93,68.06,6.75,0.94,245.14,30.23,242.06,Black Soil,Irrigated,2,111.51,93.74,50.59
2015,Rabi,Wardha,Sunflower,1050,869,828,162.26,11.9,25.35,61.74,6.22,0.85,206.21,15.2,180.76,Laterite Soil,Rainfed,2,106.85,75.61,32.65
2015,Rabi,Washim,Sunflower,782,669,856,108.61,12.76,25.21,68.84,7.34,1.14,203.1,28.34,228.56,Black Soil,Drip,4,138.49,81.73,36.65
2015,Rabi,Yavatmal,Sunflower,1826,1731,948,127.97,12.72,25.55,53.28,6.52,0.61,316.91,38.06,149.72,Black Soil,Sprinkler,3,66.49,46.8,62.61
2015,Rabi,Ahmednagar,Safflower,1019,675,663,238.47,14.62,31.33,64.52,7.51,0.35,151.38,16.37,226.16,Black Soil,Rainfed,1,139.56,93.64,38.83
2015,Rabi,Akola,Safflower,1301,746,574,233.73,14.25,27.02,54.78,6.6,0.84,236.77,14.93,138.65,Red Soil,Sprinkler,3,123.3,76.11,75.89
2015,Rabi,Amravati,Safflower,913,495,543,256.64,16.41,25.73,57.31,6.93,0.41,346.11,16.44,130.76,Red Soil,Irrigated,3,111.69,90.44,33.38
2015,Rabi,Beed,Safflower,1182,770,652,110.02,11.15,25.81,40.82,7.05,0.5,347.89,27.23,142.06,Red Soil,Drip,0,57.64,92.71,67.64
2015,Rabi,Bhandara,Safflower,816,479,588,95.67,11.12,29.04,62.86,7.56,0.55,190.85,10.5,228.67,Black Soil,Rainfed,1,53.27,63.29,44.46
2015,Rabi,Buldhana,Safflower,305,138,453,203.2,17.51,29.63,42.3,6.71,0.8,230.64,35.01,250.35,Red Soil,Rainfed,2,146.23,61.09,65.0
2015,Rabi,Chandrapur,Safflower,1084,965,891,227.53,10.77,27.22,69.06,6.52,0.58,317.3,11.51,194.34,Black Soil,Rainfed,2,59.14,52.04,22.58
2015,Rabi,Dhule,Safflower,340,265,782,76.9,16.15,28.5,53.01,6.5,0.79,204.88,37.05,154.43,Laterite Soil,Rainfed,1,50.64,98.48,77.94
2015,Rabi,Gadchiroli,Safflower,667,500,750,116.48,17.92,25.18,58.11,7.32,0.92,174.08,38.16,148.99,Red Soil,Rainfed,3,104.65,59.2,29.61
2015,Rabi,Gondia,Safflower,961,630,656,200.61,11.3,26.64,40.71,7.67,1.18,177.09,16.94,258.95,Alluvial Soil,Rainfed,5,71.37,59.4,20.58
2015,Rabi,Hingoli,Safflower,473,389,824,149.42,17.79,28.81,48.26,7.42,0.54,330.85,21.24,207.98,Black Soil,Rainfed,5,66.33,45.52,39.05
2015,Rabi,Jalgaon,Safflower,795,528,665,173.13,13.54,27.34,51.84,7.06,0.45,264.4,34.16,241.63,Black Soil,Rainfed,5,84.66,58.54,27.53
2015,Rabi,Jalna,Safflower,205,122,599,212.03,17.0,30.53,44.23,7.09,0.4,159.06,29.69,205.62,Black Soil,Rainfed,3,58.12,99.48,29.37
2015,Rabi,Kolhapur,Safflower,717,626,874,296.29,16.14,28.04,53.39,7.24,0.9,250.14,29.35,123.77,Black Soil,Rainfed,2,105.62,84.57,20.97
2015,Rabi,Latur,Safflower,1340,750,560,266.39,10.82,25.88,69.37,7.35,1.06,214.87,30.29,215.08,Red Soil,Irrigated,3,50.13,56.47,28.6
2015,Rabi,Mumbai City,Safflower,953,648,680,80.5,15.61,25.79,69.91,6.37,0.83,232.27,13.79,124.46,Red Soil,Drip,3,98.27,84.42,60.37
2015,Rabi,Nagpur,Safflower,785,409,522,190.98,14.0,25.49,42.7,7.2,0.61,333.45,22.2,142.93,Red Soil,Rainfed,5,128.48,99.61,56.33
2015,Rabi,Nanded,Safflower,555,562,1013,131.46,11.02,28.1,41.27,7.37,1.11,317.45,13.82,140.2,Laterite Soil,Sprinkler,5,141.84,75.49,26.21
2015,Rabi,Nandurbar,Safflower,362,249,690,73.02,16.52,31.26,64.71,7.8,0.8,312.45,21.52,226.6,Alluvial Soil,Rainfed,0,81.49,36.77,30.61
2015,Rabi,Nashik,Safflower,251,172,687,129.58,13.91,31.02,57.77,7.39,0.63,297.7,30.0,139.13,Red Soil,Rainfed,3,92.59,99.63,25.55
2015,Rabi,Osmanabad,Safflower,1491,1204,808,77.01,13.83,29.1,56.24,6.17,0.35,171.1,27.57,207.1,Black Soil,Irrigated,2,143.25,66.62,36.31
2015,Rabi,Parbhani,Safflower,1504,863,574,166.55,11.52,29.91,56.69,6.72,1.12,154.19,19.47,129.1,Laterite Soil,Irrigated,0,146.65,73.97,75.84
2015,Rabi,Pune,Safflower,1574,1397,888,166.68,10.61,26.16,41.83,7.0,0.4,172.83,38.23,259.62,Black Soil,Sprinkler,5,88.73,76.18,46.52
2015,Rabi,Raigad,Safflower,1191,905,760,95.13,12.1,28.68,43.34,7.74,0.57,182.51,30.27,126.09,Red Soil,Irrigated,3,105.24,71.67,72.31
2015,Rabi,Ratnagiri,Safflower,896,542,605,85.87,11.21,28.03,57.87,6.16,1.15,301.03,27.6,252.55,Black Soil,Rainfed,3,141.58,55.19,38.42
2015,Rabi,Sangli,Safflower,501,245,490,151.36,14.13,29.06,68.08,7.34,0.73,311.94,38.52,123.53,Alluvial Soil,Rainfed,4,78.03,39.25,46.39
2015,Rabi,Satara,Safflower,502,376,750,256.59,14.7,27.47,63.99,7.11,1.04,276.29,33.53,215.77,Black Soil,Sprinkler,5,66.46,59.06,20.86
2015,Rabi,Solapur,Safflower,645,561,870,70.03,13.53,26.14,45.53,6.4,0.65,160.23,21.93,201.87,Black Soil,Rainfed,1,64.53,65.4,23.72
2015,Rabi,Thane,Safflower,1536,1373,894,255.58,17.22,28.67,53.54,6.66,0.83,240.86,23.55,269.91,Alluvial Soil,Irrigated,5,101.86,47.21,41.49
2015,Rabi,Wardha,Safflower,1422,1211,852,152.7,13.92,27.91,40.72,6.67,0.46,169.68,38.7,215.9,Red Soil,Rainfed,5,99.04,41.87,23.06
2015,Rabi,Washim,Safflower,1230,719,585,245.61,17.94,26.68,66.23,7.66,0.5,229.87,22.29,276.52,Black Soil,Irrigated,1,131.05,49.09,63.89
2015,Rabi,Yavatmal,Safflower,931,581,625,164.91,15.41,29.33,57.06,6.12,0.87,303.78,39.82,121.77,Red Soil,Rainfed,1,140.7,99.41,32.5
2016,Kharif,Ahmednagar,Soybean,1522,1553,1021,559.05,21.58,31.8,61.73,7.65,0.53,244.61,11.3,231.89,Black Soil,Irrigated,0,129.62,81.45,56.61
2016,Kharif,Akola,Soybean,3517,4287,1219,796.99,21.43,35.88,60.6,7.17,1.15,184.88,24.15,134.63,Red Soil,Rainfed,4,62.54,47.75,58.53
2016,Kharif,Amravati,Soybean,3591,4503,1254,1130.43,22.86,31.45,66.72,6.4,0.52,211.28,26.65,214.08,Black Soil,Irrigated,2,58.78,42.03,51.08
2016,Kharif,Beed,Soybean,1149,1572,1369,1038.92,24.66,30.16,63.84,7.77,0.71,262.92,29.89,228.65,Alluvial Soil,Sprinkler,1,70.84,39.3,58.31
2016,Kharif,Bhandara,Soybean,1893,2025,1070,1129.38,20.2,34.1,77.01,7.86,0.86,310.75,12.51,181.75,Black Soil,Drip,0,65.19,53.0,23.27
2016,Kharif,Buldhana,Soybean,4134,5163,1249,996.17,21.16,33.24,66.73,6.4,1.01,331.85,21.11,240.2,Laterite Soil,Drip,0,115.77,74.91,21.53
2016,Kharif,Chandrapur,Soybean,3259,5018,1540,1140.96,24.36,36.28,66.84,7.82,0.39,320.67,19.84,128.6,Red Soil,Rainfed,2,80.6,34.46,30.63
2016,Kharif,Dhule,Soybean,1679,2137,1273,505.35,23.53,35.94,76.94,6.5,1.09,183.77,11.61,234.79,Black Soil,Drip,3,69.45,87.44,60.6
2016,Kharif,Gadchiroli,Soybean,1614,2153,1334,484.32,24.19,35.37,77.43,6.73,1.09,295.07,13.38,185.24,Laterite Soil,Rainfed,5,84.98,90.37,33.98
2016,Kharif,Gondia,Soybean,4171,5017,1203,444.93,21.28,34.22,64.29,6.33,0.72,156.65,13.66,186.54,Black Soil,Rainfed,1,57.34,76.42,55.72
2016,Kharif,Hingoli,Soybean,3277,3444,1051,436.85,24.65,35.29,78.66,6.62,1.06,201.92,10.05,180.23,Red Soil,Rainfed,1,71.96,30.02,74.9
2016,Kharif,Jalgaon,Soybean,3384,4321,1277,593.74,20.37,35.95,77.78,6.47,0.97,333.57,13.24,157.22,Laterite Soil,Rainfed,0,89.18,86.17,40.47
2016,Kharif,Jalna,Soybean,1059,957,904,430.16,24.04,32.57,74.06,6.56,1.0,327.3,21.96,258.07,Black Soil,Rainfed,0,50.7,58.24,34.09
2016,Kharif,Kolhapur,Soybean,3530,5259,1490,449.14,21.12,32.91,70.97,7.95,1.03,297.48,26.11,254.4,Black Soil,Irrigated,1,79.81,52.43,29.86
2016,Kharif,Latur,Soybean,2112,2105,997,511.2,22.2,33.86,65.31,6.23,1.05,250.49,10.43,248.48,Alluvial Soil,Irrigated,3,78.9,56.39,43.6
2016,Kharif,Mumbai City,Soybean,1231,1659,1348,916.43,20.78,34.38,62.19,6.75,0.67,157.96,18.22,272.9,Alluvial Soil,Rainfed,3,67.91,57.46,76.87
2016,Kharif,Nagpur,Soybean,2531,3831,1514,553.61,20.73,37.5,82.94,7.77,0.86,311.65,12.07,173.57,Black Soil,Irrigated,1,64.85,71.75,68.86
2016,Kharif,Nanded,Soybean,4362,4095,939,970.13,20.97,33.77,71.81,6.76,0.77,232.62,15.98,185.98,Black Soil,Rainfed,2,55.57,72.69,34.45
2016,Kharif,Nandurbar,Soybean,3990,4592,1151,596.44,24.06,32.74,62.79,7.14,0.82,292.94,17.21,191.0,Black Soil,Rainfed,0,69.55,41.64,74.99
2016,Kharif,Nashik,Soybean,2673,3453,1292,439.68,21.29,33.72,65.67,7.49,1.13,234.75,20.26,273.85,Black Soil,Rainfed,1,141.72,68.75,37.95
2016,Kharif,Osmanabad,Soybean,4830,5892,1220,993.3,24.03,36.76,69.88,6.1,0.66,284.75,23.51,239.83,Black Soil,Irrigated,0,71.91,37.9,55.79
2016,Kharif,Parbhani,Soybean,4041,3543,877,1118.36,22.63,35.66,66.3,6.89,0.41,191.2,10.03,126.28,Alluvial Soil,Rainfed,0,133.91,68.55,29.19
2016,Kharif,Pune,Soybean,4768,7156,1501,542.73,20.54,36.74,75.35,6.65,0.47,261.1,27.52,153.12,Laterite Soil,Rainfed,2,118.04,49.19,69.66
2016,Kharif,Raigad,Soybean,1498,1993,1331,963.47,24.64,35.91,67.66,6.53,0.93,188.57,12.78,205.16,Laterite Soil,Rainfed,2,80.28,67.27,53.86
2016,Kharif,Ratnagiri,Soybean,3425,3137,916,497.13,23.61,31.47,68.21,6.97,0.32,199.76,22.24,164.74,Black Soil,Irrigated,4,130.52,43.0,25.1
2016,Kharif,Sangli,Soybean,3562,4235,1189,801.9,21.64,35.9,60.92,6.95,0.6,334.11,10.36,208.45,Red Soil,Rainfed,1,117.28,53.61,30.78
2016,Kharif,Satara,Soybean,2835,3053,1077,1184.95,22.33,36.34,70.06,6.85,0.64,293.82,26.43,271.0,Black Soil,Rainfed,4,53.99,61.44,54.66
2016,Kharif,Solapur,Soybean,3606,4630,1284,813.3,21.42,34.14,81.2,7.37,0.56,190.29,17.96,147.16,Black Soil,Rainfed,0,98.56,93.9,56.62
2016,Kharif,Thane,Soybean,4709,8188,1739,701.59,23.02,30.64,77.08,7.87,0.82,175.22,27.45,242.62,Black Soil,Drip,4,69.2,80.35,36.29
2016,Kharif,Wardha,Soybean,1329,1475,1110,698.4,21.05,35.57,83.61,7.99,0.71,200.51,23.28,255.56,Black Soil,Sprinkler,5,126.91,59.79,53.92
2016,Kharif,Washim,Soybean,1157,1373,1187,1153.07,23.38,32.91,83.45,6.55,0.6,290.16,32.96,268.7,Black Soil,Irrigated,5,81.03,57.94,34.54
2016,Kharif,Yavatmal,Soybean,3817,4381,1148,544.53,24.74,31.75,68.16,7.51,0.65,271.64,23.34,238.78,Black Soil,Rainfed,4,78.92,55.85,59.82
2016,Kharif,Ahmednagar,Groundnut,832,1807,2173,461.99,21.41,34.68,66.41,7.87,0.42,309.48,25.24,240.05,Black Soil,Rainfed,0,121.73,70.74,67.87
2016,Kharif,Akola,Groundnut,1369,2851,2083,563.2,24.13,34.46,61.37,7.94,0.76,208.18,24.08,257.26,Black Soil,Rainfed,5,101.32,80.08,78.4
2016,Kharif,Amravati,Groundnut,2995,5741,1917,663.38,20.26,33.6,66.37,6.7,0.94,254.31,13.74,273.83,Red Soil,Irrigated,0,52.18,84.21,28.07
2016,Kharif,Beed,Groundnut,2268,4374,1929,781.59,21.95,37.1,82.35,6.67,0.85,335.38,38.86,201.43,Black Soil,Rainfed,3,76.27,63.06,39.46
2016,Kharif,Bhandara,Groundnut,1743,2351,1349,751.65,22.55,32.07,67.91,6.17,0.57,343.31,38.34,173.58,Red Soil,Sprinkler,0,112.52,95.63,60.78
2016,Kharif,Buldhana,Groundnut,1295,1696,1310,998.96,21.07,36.94,83.9,6.47,1.09,169.4,11.67,140.68,Black Soil,Drip,4,72.73,68.07,61.7
2016,Kharif,Chandrapur,Groundnut,1376,2392,1739,1116.58,20.14,31.92,60.81,6.67,0.76,309.33,20.14,232.88,Black Soil,Irrigated,1,76.08,30.64,58.9
2016,Kharif,Dhule,Groundnut,1784,3102,1739,711.01,20.66,32.1,74.53,7.44,0.41,269.92,26.51,202.23,Red Soil,Drip,0,138.9,41.24,30.38
2016,Kharif,Gadchiroli,Groundnut,1282,1583,1235,652.51,22.46,32.57,64.81,6.62,1.18,232.22,23.34,212.25,Alluvial Soil,Rainfed,5,50.27,89.5,42.85
2016,Kharif,Gondia,Groundnut,665,891,1340,1051.83,22.09,32.48,83.45,7.35,0.41,163.79,24.51,155.21,Black Soil,Drip,1,78.97,46.71,32.81
2016,Kharif,Hingoli,Groundnut,1495,2526,1690,642.63,23.58,32.87,66.69,6.86,0.38,299.32,10.38,223.12,Black Soil,Rainfed,0,120.16,30.69,44.55
2016,Kharif,Jalgaon,Groundnut,2039,3609,1770,1189.89,21.13,35.3,75.24,7.83,0.44,300.36,27.05,163.95,Black Soil,Rainfed,2,122.22,42.19,52.81
2016,Kharif,Jalna,Groundnut,1282,2125,1658,764.06,20.82,32.43,75.53,6.6,1.11,275.68,23.16,126.2,Black Soil,Irrigated,0,95.84,67.01,22.06
2016,Kharif,Kolhapur,Groundnut,2677,4615,1724,483.45,20.73,37.02,73.2,6.93,0.4,279.91,36.04,252.51,Red Soil,Rainfed,1,112.15,45.39,46.69
2016,Kharif,Latur,Groundnut,1153,2421,2100,490.0,23.68,32.2,75.98,6.68,1.2,202.71,18.37,268.91,Black Soil,Irrigated,2,72.3,58.55,40.87
2016,Kharif,Mumbai City,Groundnut,1792,2928,1634,870.69,21.06,30.78,61.61,7.19,1.04,321.67,23.91,245.48,Alluvial Soil,Rainfed,3,102.53,34.62,78.35
2016,Kharif,Nagpur,Groundnut,853,1173,1376,500.2,23.28,30.32,74.94,7.74,1.1,239.81,23.78,132.32,Red Soil,Drip,1,107.28,39.61,76.26
2016,Kharif,Nanded,Groundnut,1880,2318,1233,1074.98,22.19,32.74,73.66,6.18,0.98,266.49,15.6,150.12,Black Soil,Rainfed,0,134.03,31.22,22.94
2016,Kharif,Nandurbar,Groundnut,1733,3388,1955,949.55,24.47,35.52,67.09,7.39,0.58,301.85,28.59,132.39,Red Soil,Rainfed,4,131.29,70.51,57.1
2016,Kharif,Nashik,Groundnut,1264,1692,1339,912.36,21.57,37.66,60.84,7.16,0.45,292.44,15.28,157.66,Black Soil,Sprinkler,0,51.46,94.48,78.57
2016,Kharif,Osmanabad,Groundnut,2949,6649,2255,532.34,20.01,37.87,82.65,6.11,1.05,241.56,17.77,260.6,Black Soil,Sprinkler,1,140.7,41.81,78.1
2016,Kharif,Parbhani,Groundnut,1070,1701,1590,483.73,22.11,36.36,63.53,6.26,0.88,189.44,12.93,146.7,Alluvial Soil,Drip,1,62.46,55.61,33.76
2016,Kharif,Pune,Groundnut,1945,3178,1634,739.83,21.71,31.47,60.17,6.93,0.92,195.26,13.95,261.93,Black Soil,Rainfed,2,141.02,56.8,57.84
2016,Kharif,Raigad,Groundnut,1741,2514,1444,989.95,21.26,30.54,66.7,7.82,0.87,294.21,17.71,235.1,Black Soil,Rainfed,1,95.77,36.69,73.89
2016,Kharif,Ratnagiri,Groundnut,1558,2203,1414,1044.4,20.38,33.31,76.97,6.47,0.38,304.0,28.91,278.16,Black Soil,Rainfed,0,79.94,37.01,36.3
2016,Kharif,Sangli,Groundnut,2570,3842,1495,1188.94,24.1,32.25,61.75,6.11,0.41,266.15,37.86,199.48,Laterite Soil,Rainfed,3,111.11,98.86,41.65
2016,Kharif,Satara,Groundnut,2587,5008,1936,675.82,21.95,37.13,80.34,7.43,0.52,332.04,14.63,220.28,Black Soil,Irrigated,4,73.65,44.81,64.16
2016,Kharif,Solapur,Groundnut,1771,2589,1462,1009.89,20.72,30.07,60.5,7.17,0.71,253.6,10.22,187.63,Red Soil,Rainfed,2,76.92,98.76,42.97
2016,Kharif,Thane,Groundnut,1056,1452,1375,442.33,23.51,30.45,82.79,7.4,0.76,238.3,13.92,166.56,Laterite Soil,Sprinkler,1,121.87,71.04,49.54
2016,Kharif,Wardha,Groundnut,1003,2101,2095,1118.93,22.28,31.2,83.25,6.92,0.46,210.48,11.52,194.93,Laterite Soil,Sprinkler,1,91.89,66.21,25.05
2016,Kharif,Washim,Groundnut,1149,1677,1460,783.7,24.86,30.04,70.32,6.2,0.76,154.93,22.21,155.31,Red Soil,Sprinkler,1,71.21,46.73,36.88
2016,Kharif,Yavatmal,Groundnut,960,1368,1426,726.35,24.9,35.2,78.55,6.06,0.41,276.62,36.97,219.8,Black Soil,Rainfed,2,144.72,58.45,66.31
2016,Kharif,Ahmednagar,Sesame,823,344,418,573.68,22.71,37.75,63.7,7.88,0.46,263.49,21.31,274.39,Black Soil,Rainfed,2,146.04,33.12,28.58
2016,Kharif,Akola,Sesame,104,51,494,767.65,22.49,30.58,77.11,7.01,0.99,247.06,14.48,223.72,Black Soil,Drip,3,110.78,35.87,58.58
2016,Kharif,Amravati,Sesame,862,381,442,505.98,22.73,34.37,62.24,6.84,1.07,321.23,12.98,134.52,Black Soil,Drip,0,60.19,31.11,56.97
2016,Kharif,Beed,Sesame,471,303,644,708.08,22.09,30.36,67.23,6.9,0.41,240.65,35.6,213.01,Black Soil,Rainfed,0,86.15,55.11,51.76
2016,Kharif,Bhandara,Sesame,119,48,411,845.95,24.89,36.19,62.66,7.56,0.45,239.47,16.31,230.33,Laterite Soil,Rainfed,5,85.66,61.31,77.93
2016,Kharif,Buldhana,Sesame,249,104,418,590.05,22.45,32.29,78.07,7.89,1.13,266.69,23.88,250.93,Red Soil,Rainfed,1,92.89,43.23,36.91
2016,Kharif,Chandrapur,Sesame,522,162,312,427.72,20.64,37.32,72.34,6.91,0.33,295.73,25.84,152.33,Black Soil,Rainfed,2,130.23,85.07,50.58
2016,Kharif,Dhule,Sesame,504,173,344,728.4,24.67,35.1,80.05,6.93,0.63,171.68,36.28,245.31,Black Soil,Rainfed,5,90.36,99.55,30.49
2016,Kharif,Gadchiroli,Sesame,598,328,550,932.52,22.47,37.39,60.4,7.46,1.1,162.33,23.5,152.76,Red Soil,Irrigated,1,55.28,73.81,23.27
2016,Kharif,Gondia,Sesame,180,109,606,806.2,22.5,30.88,69.74,6.48,0.31,222.02,12.69,161.09,Black Soil,Rainfed,5,128.27,95.62,61.52
2016,Kharif,Hingoli,Sesame,422,199,473,610.14,23.84,37.41,72.09,6.63,1.01,286.36,36.66,230.8,Black Soil,Sprinkler,0,130.32,40.74,41.99
2016,Kharif,Jalgaon,Sesame,95,30,318,1188.75,23.9,33.12,74.46,7.82,0.8,184.9,21.36,254.9,Red Soil,Irrigated,2,89.07,76.61,32.93
2016,Kharif,Jalna,Sesame,688,360,524,976.09,20.43,33.71,64.35,6.67,0.32,230.07,26.5,219.13,Red Soil,Drip,0,138.28,63.11,51.18
2016,Kharif,Kolhapur,Sesame,768,410,535,762.2,24.18,37.69,79.38,7.24,0.85,319.89,26.24,248.62,Red Soil,Rainfed,3,70.75,69.82,72.06
2016,Kharif,Latur,Sesame,513,211,413,635.04,23.36,35.62,69.29,6.04,0.93,154.34,28.94,146.18,Red Soil,Rainfed,3,86.73,66.82,68.53
2016,Kharif,Mumbai City,Sesame,94,40,434,894.48,22.55,34.37,68.99,6.16,0.47,340.15,22.26,194.67,Black Soil,Rainfed,2,88.64,48.71,45.29
2016,Kharif,Nagpur,Sesame,172,102,594,1060.2,24.34,33.31,77.45,6.54,1.2,185.07,10.3,143.81,Laterite Soil,Rainfed,1,104.06,62.07,76.7
2016,Kharif,Nanded,Sesame,524,279,533,448.09,24.58,34.92,64.82,7.21,0.91,255.15,31.54,213.03,Alluvial Soil,Rainfed,5,110.05,67.1,21.67
2016,Kharif,Nandurbar,Sesame,649,244,376,741.43,23.24,35.82,75.84,6.28,0.7,262.29,35.47,190.98,Alluvial Soil,Rainfed,2,129.63,70.81,77.61
2016,Kharif,Nashik,Sesame,602,210,350,739.84,21.93,37.32,79.05,7.01,1.19,243.06,11.75,161.96,Black Soil,Rainfed,1,88.72,84.91,49.57
2016,Kharif,Osmanabad,Sesame,717,373,521,500.91,22.65,32.15,60.53,7.45,0.33,269.06,26.18,275.01,Black Soil,Rainfed,5,110.39,33.47,25.68
2016,Kharif,Parbhani,Sesame,804,296,369,1106.55,24.74,33.89,77.56,7.7,0.62,202.28,38.4,236.21,Black Soil,Rainfed,5,146.89,79.98,75.48
2016,Kharif,Pune,Sesame,757,336,444,489.91,21.34,33.94,80.92,6.33,0.55,163.16,31.18,158.11,Black Soil,Rainfed,3,87.18,31.81,33.31
2016,Kharif,Raigad,Sesame,126,74,595,1083.61,23.42,30.42,79.57,7.69,1.02,251.7,16.99,255.25,Red Soil,Sprinkler,2,123.72,73.91,48.3
2016,Kharif,Ratnagiri,Sesame,781,331,424,586.08,20.58,32.61,65.51,7.85,1.08,249.94,11.84,234.33,Red Soil,Sprinkler,0,146.73,48.8,49.69
2016,Kharif,Sangli,Sesame,595,197,332,420.72,21.43,34.43,60.04,6.57,1.09,268.73,28.24,184.54,Red Soil,Rainfed,5,119.7,69.21,43.19
2016,Kharif,Satara,Sesame,289,145,505,700.98,24.63,34.02,76.55,7.83,1.09,250.36,23.13,174.35,Red Soil,Rainfed,4,129.05,61.78,38.1
2016,Kharif,Solapur,Sesame,580,285,492,1155.57,21.06,34.16,71.87,6.52,1.04,329.92,33.46,151.26,Black Soil,Irrigated,4,53.63,37.13,63.71
2016,Kharif,Thane,Sesame,335,106,319,456.89,21.73,35.95,70.95,7.64,0.79,335.96,38.44,131.09,Black Soil,Irrigated,4,58.54,61.49,65.38
2016,Kharif,Wardha,Sesame,476,191,402,471.02,24.32,32.56,64.46,6.48,0.68,200.24,19.62,141.6,Black Soil,Rainfed,0,130.84,57.16,67.76
2016,Kharif,Washim,Sesame,560,361,645,597.08,20.32,31.05,81.47,7.27,0.53,261.06,25.83,224.87,Black Soil,Drip,2,101.7,67.07,44.05
2016,Kharif,Yavatmal,Sesame,240,142,595,975.66,21.79,34.88,69.56,6.61,0.32,150.78,16.82,185.03,Laterite Soil,Irrigated,3,104.51,76.3,74.2
2016,Rabi,Ahmednagar,Groundnut,2388,4279,1792,122.8,16.18,25.53,64.83,6.86,0.84,167.93,20.12,134.35,Alluvial Soil,Drip,3,50.41,30.77,45.0
2016,Rabi,Akola,Groundnut,1953,2818,1443,192.55,16.89,28.34,69.84,7.36,0.37,348.57,22.24,165.98,Red Soil,Rainfed,3,94.96,88.58,54.34
2016,Rabi,Amravati,Groundnut,1752,3568,2037,293.77,11.86,31.17,49.85,6.23,1.08,277.22,14.94,188.77,Black Soil,Irrigated,4,81.27,71.17,28.3
2016,Rabi,Beed,Groundnut,863,1284,1488,262.65,14.4,30.78,49.11,6.8,0.59,243.48,18.57,273.86,Black Soil,Rainfed,0,59.87,70.59,57.67
2016,Rabi,Bhandara,Groundnut,2760,4404,1596,243.5,10.42,25.09,63.87,6.95,0.42,197.11,37.98,257.52,Red Soil,Rainfed,1,143.21,83.92,64.86
2016,Rabi,Buldhana,Groundnut,868,1448,1669,279.63,17.23,26.1,51.0,7.24,0.44,343.6,37.44,146.71,Black Soil,Rainfed,0,83.1,88.62,38.59
2016,Rabi,Chandrapur,Groundnut,2457,3877,1578,208.47,10.58,31.36,68.73,6.16,0.78,210.67,21.79,148.74,Red Soil,Sprinkler,2,92.75,81.3,40.18
2016,Rabi,Dhule,Groundnut,1153,1884,1634,68.78,14.29,30.98,40.15,7.87,0.4,318.4,24.49,225.5,Red Soil,Rainfed,3,88.36,64.42,73.77
2016,Rabi,Gadchiroli,Groundnut,725,1115,1538,240.71,16.12,27.49,48.22,7.6,0.64,330.67,12.09,129.31,Alluvial Soil,Irrigated,5,67.28,56.56,74.65
2016,Rabi,Gondia,Groundnut,1203,1728,1437,150.76,15.19,29.89,59.14,6.64,0.38,235.42,13.86,271.62,Black Soil,Rainfed,4,88.27,83.0,38.34
2016,Rabi,Hingoli,Groundnut,695,1314,1891,293.34,16.32,26.7,67.25,6.19,0.72,327.51,29.24,186.18,Black Soil,Rainfed,0,103.13,57.98,77.22
2016,Rabi,Jalgaon,Groundnut,2162,3379,1563,262.46,12.34,26.17,51.37,6.71,0.42,284.46,25.26,235.38,Black Soil,Rainfed,0,80.32,60.06,48.24
2016,Rabi,Jalna,Groundnut,3187,4834,1517,151.12,13.65,29.94,64.63,6.47,0.9,228.4,21.06,230.4,Black Soil,Rainfed,4,60.13,77.31,34.92
2016,Rabi,Kolhapur,Groundnut,1931,4329,2242,68.33,17.15,26.6,62.2,6.62,1.07,290.09,22.05,132.21,Red Soil,Irrigated,3,50.94,86.62,35.56
2016,Rabi,Latur,Groundnut,2089,3300,1580,148.7,15.17,26.05,67.98,6.77,0.96,154.07,16.16,197.93,Laterite Soil,Rainfed,2,96.77,49.1,47.81
2016,Rabi,Mumbai City,Groundnut,1910,2949,1544,208.45,13.6,27.36,51.64,6.48,1.13,254.35,10.4,123.11,Alluvial Soil,Rainfed,4,68.26,70.18,58.24
2016,Rabi,Nagpur,Groundnut,1635,2496,1527,59.49,17.96,28.37,62.68,6.9,0.34,211.92,19.6,254.14,Red Soil,Rainfed,5,50.92,44.1,77.54
